date,location_id,crop_name,price,quantity,temperature,humidity,rainfall,wind_speed,sunshine_hours,season,demand_factor
2020-01-26,LOC004,tomato,47.28,575,10.84,50.95,14.37,14.29,10.74,0.08333333333333333,1.0974032669936873
2020-01-26,LOC004,tomato,63.15,411,20.37,60.15,4.85,22.34,10.17,0.08333333333333333,1.2057984974331628
2020-01-27,LOC002,cotton,82.04,227,16.42,40.48,6.18,18.41,7.14,0.08333333333333333,1.0585604902324768
2020-01-27,LOC005,potato,23.0,698,12.35,32.01,1.47,16.34,8.32,0.08333333333333333,1.2071521742732974
2020-01-27,LOC005,potato,14.51,620,15.33,46.06,11.22,5.17,11.41,0.08333333333333333,0.9469382678995639
2020-01-28,LOC002,cotton,72.48,994,23.11,60.76,9.36,13.98,7.86,0.08333333333333333,0.8821592447611012
2020-01-28,LOC004,tomato,72.83,564,10.3,50.85,0.47,10.28,10.42,0.08333333333333333,1.2392807208978445
2020-01-29,LOC004,wheat,21.27,350,24.98,55.14,6.41,12.06,7.92,0.08333333333333333,0.9060754985774813
2020-01-29,LOC003,cotton,61.95,295,20.36,38.62,8.88,15.02,7.18,0.08333333333333333,0.843765885984447
2020-01-29,LOC004,potato,15.1,680,11.66,58.08,8.52,14.78,11.95,0.08333333333333333,1.0118350780616503
2020-01-29,LOC004,cotton,98.35,541,21.95,56.03,10.22,22.44,7.34,0.08333333333333333,1.1187571332358888
2020-01-29,LOC001,onion,31.2,775,22.84,61.75,4.64,23.46,11.39,0.08333333333333333,0.8959686353450829
2020-01-30,LOC001,cotton,102.2,960,10.53,36.24,12.66,24.09,8.67,0.08333333333333333,1.1586171228441677
2020-01-30,LOC002,cotton,94.51,552,11.81,60.72,4.65,23.58,11.37,0.08333333333333333,0.9096944747273019
2020-01-31,LOC005,tomato,41.1,633,15.95,35.8,11.08,11.85,7.69,0.08333333333333333,0.8946507608129431
2020-02-01,LOC004,soybean,74.53,860,17.65,45.77,4.12,16.19,9.85,0.16666666666666666,1.155235006462334
2020-02-02,LOC003,soybean,61.49,769,13.1,52.42,12.76,7.7,7.24,0.16666666666666666,1.170498266813611
2020-02-02,LOC003,cotton,112.81,447,15.08,55.62,2.04,12.85,10.91,0.16666666666666666,1.1404290365320073
2020-02-02,LOC001,corn,20.91,345,19.08,63.57,1.85,12.28,10.08,0.16666666666666666,0.8604503197126668
2020-02-02,LOC002,potato,13.56,599,17.04,54.39,12.68,8.47,11.08,0.16666666666666666,0.8664939816692927
2020-02-02,LOC003,rice,32.24,807,17.71,63.89,6.97,19.54,10.59,0.16666666666666666,0.8720231846856039
2020-02-03,LOC005,soybean,46.92,501,23.74,43.09,11.92,7.83,11.99,0.16666666666666666,0.8957342342402859
2020-02-04,LOC004,tomato,46.26,740,13.75,60.19,10.25,5.1,8.76,0.16666666666666666,0.9732356897447776
2020-02-05,LOC002,tomato,43.45,285,14.21,34.34,14.71,23.63,10.97,0.16666666666666666,0.9248990389342087
2020-02-05,LOC005,soybean,69.18,195,14.35,61.5,7.84,7.05,10.63,0.16666666666666666,1.2904816052565278
2020-02-05,LOC001,tomato,45.45,597,14.09,58.32,14.2,14.49,10.78,0.16666666666666666,0.9441318368900669
2020-02-05,LOC001,onion,30.19,610,23.78,31.7,11.37,21.18,8.43,0.16666666666666666,0.923043433921587
2020-02-06,LOC003,corn,22.05,475,23.89,58.99,3.54,11.55,11.14,0.16666666666666666,0.9003963747164967
2020-02-06,LOC001,rice,44.93,632,24.5,31.22,14.02,5.45,11.45,0.16666666666666666,1.2174497953211956
2020-02-07,LOC005,corn,17.67,595,20.91,30.57,6.42,23.17,7.16,0.16666666666666666,0.8165495272129968
2020-02-07,LOC004,onion,33.65,1025,23.34,40.22,13.54,12.51,10.88,0.16666666666666666,1.1734910789110087
2020-02-07,LOC004,soybean,53.45,705,23.28,51.73,11.66,8.92,7.86,0.16666666666666666,0.9634610586203711
2020-02-08,LOC004,soybean,62.72,624,13.07,51.55,2.23,11.09,9.08,0.16666666666666666,0.9446690317802291
2020-02-09,LOC002,tomato,50.06,114,11.45,31.71,3.64,18.45,7.72,0.16666666666666666,0.9155128041276949
2020-02-09,LOC001,potato,17.96,507,11.54,39.82,12.25,6.71,7.31,0.16666666666666666,1.2441925610462978
2020-02-10,LOC005,soybean,55.22,525,19.48,60.76,14.86,5.53,11.92,0.16666666666666666,1.032155221255036
2020-02-10,LOC004,cotton,79.9,327,13.12,48.94,11.12,24.14,11.56,0.16666666666666666,1.0285150652787822
2020-02-11,LOC004,potato,14.57,667,22.31,63.74,7.52,10.34,7.83,0.16666666666666666,1.0534182250675486
2020-02-11,LOC005,soybean,44.51,577,21.72,39.95,6.36,23.11,9.68,0.16666666666666666,0.8218649078016476
2020-02-11,LOC003,wheat,20.81,136,21.91,62.09,6.58,14.65,8.07,0.16666666666666666,0.801429567227272
2020-02-11,LOC003,potato,15.04,823,18.69,34.98,3.72,16.98,10.19,0.16666666666666666,0.8937047890742436
2020-02-11,LOC003,cotton,98.66,369,23.39,63.88,6.75,24.75,9.81,0.16666666666666666,1.2542404281793265
2020-02-11,LOC005,wheat,29.66,220,19.96,61.77,2.34,11.48,10.94,0.16666666666666666,0.9337727549162191
2020-02-11,LOC001,tomato,52.8,672,18.1,37.63,13.34,15.11,10.47,0.16666666666666666,1.1045874038993655
2020-02-12,LOC003,soybean,45.58,857,15.62,61.72,12.18,24.76,11.19,0.16666666666666666,0.8184488231000793
2020-02-12,LOC001,rice,29.58,186,11.02,55.85,8.79,11.27,8.15,0.16666666666666666,0.8740146170873051
2020-02-12,LOC002,wheat,32.81,669,14.21,47.73,4.11,5.09,7.29,0.16666666666666666,1.1332146859313812
2020-02-12,LOC003,soybean,61.97,999,18.25,52.99,1.68,14.02,7.04,0.16666666666666666,0.9017159342323013
2020-02-13,LOC005,cotton,130.72,598,21.29,61.35,3.18,18.07,10.04,0.16666666666666666,1.2633235832674001
2020-02-13,LOC003,onion,38.18,364,11.91,61.95,9.99,13.49,8.88,0.16666666666666666,1.2590792272536637
2020-02-14,LOC002,potato,20.38,216,17.3,40.56,0.03,8.67,7.83,0.16666666666666666,1.2275691000223725
2020-02-14,LOC001,corn,24.04,260,24.82,45.26,1.85,8.38,11.41,0.16666666666666666,0.9410165262309333
2020-02-14,LOC003,tomato,41.14,780,23.04,44.98,10.49,14.61,10.05,0.16666666666666666,0.8964010879916556
2020-02-15,LOC002,wheat,26.26,518,17.78,44.82,8.26,19.78,7.69,0.16666666666666666,1.0028517923033566
2020-02-15,LOC005,rice,32.47,740,20.85,51.07,8.99,12.96,10.59,0.16666666666666666,0.9720536101933167
2020-02-15,LOC004,rice,34.24,176,13.06,64.44,6.35,5.38,8.7,0.16666666666666666,1.0429436919815906
2020-02-15,LOC001,tomato,47.88,278,12.34,30.52,2.78,23.64,10.76,0.16666666666666666,0.8397369283079374
2020-02-16,LOC004,onion,39.88,405,11.04,53.64,0.04,15.98,8.57,0.16666666666666666,1.152412225988532
2020-02-16,LOC002,tomato,53.49,583,13.68,62.34,7.89,5.14,8.8,0.16666666666666666,1.0877583790210292
2020-02-17,LOC002,corn,21.6,920,20.22,37.21,1.59,16.86,10.89,0.16666666666666666,0.8342659148675702
2020-02-18,LOC004,corn,27.45,737,11.97,64.19,4.49,18.17,9.73,0.16666666666666666,1.2009313198292724
2020-02-18,LOC003,onion,28.34,560,16.6,58.12,9.7,24.83,11.37,0.16666666666666666,0.94746133070321
2020-02-18,LOC005,wheat,29.59,463,17.06,48.16,1.29,22.84,7.87,0.16666666666666666,1.0141483204806816
2020-02-18,LOC001,wheat,22.93,962,20.58,31.59,2.93,24.16,9.21,0.16666666666666666,0.8089715278344876
2020-02-19,LOC001,cotton,59.44,116,10.35,59.07,14.6,20.59,10.74,0.16666666666666666,0.8036694620851935
2020-02-20,LOC001,rice,35.47,209,13.57,65.87,5.19,24.99,9.0,0.16666666666666666,1.0389157106456368
2020-02-20,LOC003,cotton,79.98,284,19.11,31.7,11.05,11.82,10.16,0.16666666666666666,0.9295993369652833
2020-02-20,LOC002,wheat,23.5,1017,17.6,31.27,10.17,22.84,11.37,0.16666666666666666,0.9892754077183521
2020-02-20,LOC005,soybean,54.71,152,19.65,40.78,13.17,14.16,8.12,0.16666666666666666,0.9835179593728156
2020-02-21,LOC001,tomato,44.4,746,18.42,47.49,7.78,19.37,9.03,0.16666666666666666,0.9804627352000682
2020-02-22,LOC005,corn,19.62,213,13.12,35.71,14.72,20.0,7.73,0.16666666666666666,0.8941172255533267
2020-02-22,LOC004,corn,29.11,556,11.32,54.18,4.55,21.59,11.25,0.16666666666666666,1.2723211891470034
2020-02-22,LOC002,corn,26.06,207,15.96,51.25,5.06,11.73,8.54,0.16666666666666666,1.234761059024934
2020-02-23,LOC002,onion,26.6,780,13.01,59.14,6.52,10.54,9.99,0.16666666666666666,0.8755450856829046
2020-02-23,LOC003,potato,17.84,408,13.58,58.09,10.81,22.73,9.95,0.16666666666666666,1.2570216286788864
2020-02-23,LOC003,tomato,43.82,319,10.47,35.81,5.97,5.17,7.17,0.16666666666666666,0.9730478268126379
2020-02-24,LOC003,rice,45.66,457,12.06,42.29,9.05,17.58,11.76,0.16666666666666666,1.1869426703591412
2020-02-24,LOC005,potato,14.27,961,21.93,48.84,8.25,9.88,8.37,0.16666666666666666,0.9972882555186546
2020-02-25,LOC003,soybean,73.5,123,21.5,52.49,7.47,18.33,10.19,0.16666666666666666,1.247822867789766
2020-02-25,LOC001,corn,28.24,601,17.66,59.28,4.17,5.99,10.11,0.16666666666666666,1.0956033949195094
2020-02-25,LOC003,soybean,60.53,228,17.97,67.97,2.62,10.28,7.97,0.16666666666666666,0.9586418000231626
2020-02-25,LOC003,onion,44.16,287,10.86,58.7,0.33,24.52,7.9,0.16666666666666666,1.259224449900449
2020-02-27,LOC002,soybean,77.97,636,19.04,52.98,2.39,6.16,7.18,0.16666666666666666,1.0646991270791202
2020-02-27,LOC004,cotton,78.52,259,12.38,46.96,11.58,16.69,10.9,0.16666666666666666,1.0506661705225646
2020-02-27,LOC003,rice,48.81,693,11.84,49.21,0.8,8.6,10.01,0.16666666666666666,1.0751764119187557
2020-02-28,LOC001,onion,37.08,301,21.47,61.75,1.18,22.46,10.66,0.16666666666666666,1.000107836551724
2020-02-28,LOC001,wheat,23.13,343,21.03,48.45,14.76,7.48,9.98,0.16666666666666666,0.848431309887353
2020-02-29,LOC005,wheat,20.17,672,17.28,46.89,6.14,12.07,8.09,0.16666666666666666,0.8257638178405791
2020-02-29,LOC005,potato,14.67,288,15.17,33.79,14.02,15.64,7.85,0.16666666666666666,0.9479994069434112
2020-02-29,LOC003,cotton,79.7,266,10.58,65.62,10.49,20.99,8.45,0.16666666666666666,1.062804779097054
2020-03-01,LOC001,corn,24.4,696,33.56,68.59,0.51,22.51,9.65,0.25,0.9545942432443089
2020-03-01,LOC004,corn,15.55,657,34.38,58.78,14.22,24.39,8.56,0.25,0.8098950312650535
2020-03-01,LOC003,rice,54.05,463,38.11,42.18,6.63,24.79,8.02,0.25,1.2851635583797976
2020-03-01,LOC002,cotton,107.0,566,31.48,68.82,3.9,24.73,9.54,0.25,1.1834049200716648
2020-03-01,LOC002,onion,32.89,844,25.8,38.16,0.76,17.03,10.2,0.25,0.9015296035264608
2020-03-02,LOC004,onion,38.06,225,34.72,47.05,11.99,15.62,10.91,0.25,1.152998727979079
2020-03-03,LOC004,wheat,21.29,302,28.92,55.51,9.0,21.52,9.9,0.25,0.8041867724004792
2020-03-03,LOC003,potato,19.03,930,36.93,65.75,14.06,15.93,8.33,0.25,1.2080649380897541
2020-03-03,LOC004,wheat,33.65,1037,26.62,42.97,4.47,15.82,8.04,0.25,1.1404995200327037
2020-03-03,LOC003,rice,38.7,465,34.04,61.56,13.27,6.9,9.03,0.25,0.9976510804989587
2020-03-04,LOC003,cotton,110.16,647,38.06,67.58,7.5,7.62,11.02,0.25,1.2707486459942887
2020-03-04,LOC005,corn,26.95,476,34.04,41.95,14.85,17.69,11.0,0.25,1.2191468915923989
2020-03-05,LOC005,wheat,28.99,866,37.75,44.04,2.96,18.83,9.54,0.25,0.916981269460112
2020-03-05,LOC004,wheat,29.17,692,25.44,34.85,8.62,16.11,9.7,0.25,1.1165966565745642
2020-03-06,LOC002,onion,40.5,212,35.97,67.09,13.65,9.75,7.37,0.25,1.1398368283150002
2020-03-06,LOC005,wheat,31.26,825,35.15,47.22,5.13,16.75,11.5,0.25,1.1157244619631297
2020-03-07,LOC001,cotton,103.72,522,29.65,50.13,8.3,11.55,9.67,0.25,1.1768160696003087
2020-03-07,LOC002,potato,17.74,135,27.38,67.11,13.09,23.23,10.05,0.25,1.0561037876399508
2020-03-07,LOC004,wheat,31.38,420,28.28,58.74,8.14,23.64,7.1,0.25,1.297973215926843
2020-03-08,LOC005,soybean,75.13,724,31.82,62.74,6.95,5.75,9.05,0.25,1.2587246763823559
2020-03-08,LOC002,rice,49.82,798,28.93,35.31,3.07,22.45,7.24,0.25,1.2177735983716294
2020-03-08,LOC005,cotton,90.71,402,25.44,52.98,2.86,16.19,7.69,0.25,0.9331026052137262
2020-03-09,LOC005,tomato,38.5,1007,36.95,41.5,13.22,17.07,8.36,0.25,0.8239942765191057
2020-03-09,LOC001,onion,34.73,588,37.01,42.33,6.18,12.04,11.08,0.25,0.9493168886888962
2020-03-09,LOC002,rice,48.86,627,34.81,42.09,3.47,6.19,10.02,0.25,1.1059611024265474
2020-03-09,LOC002,potato,15.51,895,30.89,43.04,9.62,7.9,10.31,0.25,1.095362228027161
2020-03-10,LOC002,cotton,69.75,1007,41.97,58.7,5.36,6.78,10.67,0.25,0.8208697615416525
2020-03-10,LOC001,potato,21.22,366,40.04,30.98,12.5,20.7,10.14,0.25,1.2316605593683547
2020-03-10,LOC002,rice,40.68,808,39.04,69.28,4.88,18.92,10.6,0.25,0.9475662445766533
2020-03-11,LOC005,tomato,61.57,724,31.78,51.65,4.73,16.47,7.55,0.25,1.1912541949745954
2020-03-11,LOC003,wheat,23.51,592,29.04,44.77,6.84,14.93,8.1,0.25,0.851242390156907
2020-03-11,LOC002,wheat,28.87,547,33.51,51.4,11.07,19.95,9.76,0.25,1.1553010408492939
2020-03-12,LOC005,cotton,86.42,249,38.19,35.45,13.99,22.15,8.9,0.25,0.9138543996530907
2020-03-12,LOC003,potato,18.73,348,36.16,35.49,1.37,13.24,9.76,0.25,0.9369289109432728
2020-03-13,LOC001,rice,54.48,370,30.85,43.67,0.74,21.38,8.52,0.25,1.1901419572328378
2020-03-13,LOC001,potato,25.75,606,40.0,38.8,4.08,19.79,8.98,0.25,1.2793378324167743
2020-03-13,LOC005,corn,17.81,522,37.19,65.17,6.56,23.19,7.73,0.25,0.8032321896715343
2020-03-13,LOC001,potato,19.42,349,38.35,33.64,9.68,8.95,9.27,0.25,1.2020092373539677
2020-03-13,LOC001,onion,38.66,1032,30.08,62.45,11.5,10.61,8.25,0.25,1.1616153010390533
2020-03-13,LOC005,corn,26.47,235,28.99,67.94,8.25,21.86,8.93,0.25,1.2461452464520875
2020-03-14,LOC001,tomato,59.65,696,38.01,35.52,10.04,8.99,7.79,0.25,1.142111274094854
2020-03-15,LOC002,soybean,64.11,185,25.13,68.57,13.79,22.57,10.31,0.25,1.2294937428484092
2020-03-15,LOC003,onion,33.92,310,40.99,55.15,5.86,15.42,8.51,0.25,1.100519515535964
2020-03-15,LOC004,potato,25.12,1012,41.87,54.88,3.06,5.53,11.81,0.25,1.1665097477631081
2020-03-15,LOC001,rice,55.45,971,41.51,39.58,2.78,10.66,10.36,0.25,1.1099920056002595
2020-03-16,LOC001,potato,16.34,485,31.65,58.4,11.77,19.89,8.53,0.25,1.0846768449291118
2020-03-16,LOC003,cotton,97.44,943,35.07,67.4,7.11,21.61,9.06,0.25,1.1449469763879245
2020-03-17,LOC004,tomato,60.19,310,41.57,56.16,2.27,23.03,7.76,0.25,1.0210296362888172
2020-03-17,LOC003,rice,43.72,359,35.49,43.43,0.74,12.03,7.56,0.25,0.8839845031932383
2020-03-17,LOC003,onion,35.29,854,35.64,54.3,7.79,20.97,10.78,0.25,1.1565458236869726
2020-03-17,LOC002,corn,22.33,340,34.9,61.3,13.76,6.77,9.66,0.25,1.149709897198701
2020-03-17,LOC002,rice,42.73,331,41.2,69.43,11.58,11.7,9.41,0.25,1.066482190302613
2020-03-17,LOC002,potato,19.79,634,40.34,42.96,2.31,7.27,10.93,0.25,0.9839021482677148
2020-03-17,LOC003,cotton,111.34,731,40.56,54.38,12.62,22.48,10.42,0.25,1.2792670505615364
2020-03-18,LOC003,tomato,53.99,426,40.42,35.13,14.73,16.46,8.69,0.25,0.9941934173977216
2020-03-18,LOC003,tomato,46.18,874,39.8,36.55,8.74,17.86,9.25,0.25,1.0024495740072197
2020-03-18,LOC005,wheat,27.17,382,33.62,49.2,1.03,8.36,10.7,0.25,0.8468099413567227
2020-03-18,LOC003,corn,26.52,583,39.33,61.43,5.17,11.8,8.74,0.25,1.203449557201443
2020-03-18,LOC004,potato,18.52,309,37.35,53.44,0.83,21.53,9.33,0.25,0.9040796338344025
2020-03-19,LOC001,cotton,100.95,1040,40.1,41.95,5.43,21.47,9.46,0.25,1.0760981778365588
2020-03-19,LOC003,onion,28.98,261,32.02,34.56,0.26,6.01,11.34,0.25,0.8589429701698958
2020-03-19,LOC003,soybean,72.25,340,39.42,50.09,8.91,11.12,7.95,0.25,1.240032649154407
2020-03-19,LOC001,wheat,25.82,566,39.67,41.42,10.46,11.1,9.07,0.25,0.9372014140606157
2020-03-19,LOC004,rice,46.95,142,32.26,42.78,1.5,24.28,11.63,0.25,1.0636580425876418
2020-03-20,LOC002,rice,55.52,1004,31.1,63.62,2.23,20.94,11.96,0.25,1.2384987904462803
2020-03-20,LOC002,corn,24.1,898,41.19,43.91,14.73,5.72,11.41,0.25,1.0800404058743787
2020-03-20,LOC005,tomato,60.47,802,37.93,33.42,3.87,18.31,8.31,0.25,0.9688818200964691
2020-03-21,LOC004,rice,41.22,723,27.12,47.03,5.93,22.27,10.2,0.25,1.120616323615056
2020-03-21,LOC005,wheat,24.4,1005,35.76,49.46,11.49,7.4,9.37,0.25,0.957053533912199
2020-03-22,LOC001,rice,34.54,127,29.14,36.41,4.8,23.92,9.43,0.25,0.869779820173481
2020-03-23,LOC002,wheat,28.72,769,32.58,60.99,8.84,24.02,7.54,0.25,1.0430029333867519
2020-03-23,LOC002,wheat,39.04,402,30.49,37.56,3.98,10.5,9.98,0.25,1.2628472453522857
2020-03-23,LOC002,soybean,55.79,356,39.79,46.63,3.57,10.3,7.75,0.25,0.8318384267194976
2020-03-24,LOC005,soybean,87.68,346,38.89,64.19,1.06,16.17,8.3,0.25,1.2842596514600984
2020-03-24,LOC004,onion,32.98,941,36.29,32.05,9.86,6.07,10.32,0.25,0.9248845623989734
2020-03-24,LOC004,tomato,49.55,349,36.08,57.84,8.67,13.85,11.1,0.25,1.0405003006247195
2020-03-24,LOC001,wheat,33.61,337,38.23,44.47,0.81,7.21,7.9,0.25,1.0295531848960724
2020-03-24,LOC001,rice,44.21,941,30.54,31.43,12.67,23.81,11.54,0.25,1.1966168679357447
2020-03-24,LOC002,onion,34.83,865,33.8,45.23,7.44,20.54,7.45,0.25,1.213487692456321
2020-03-25,LOC003,soybean,67.14,548,40.38,39.31,8.79,20.69,10.72,0.25,1.164476412404896
2020-03-26,LOC002,onion,35.52,450,39.22,47.3,9.1,11.62,9.27,0.25,0.9738640788554083
